wagon_weight_in_ton,cargo_weight,Distance,dist_opt,Path_is_optimal
662,1494,2957,4,1
967,1140,1037,4,0
1076,1281,1826,2,1
872,1322,2665,3,0
995,518,2428,2,0
812,621,1859,4,0
619,1080,1654,3,1
1282,513,802,3,1
907,796,2351,3,0
1334,840,1376,3,0
871,692,2764,4,0
1184,779,2153,4,1
1183,970,233,2,1
971,1460,1214,2,0
1043,799,382,5,1
1061,1225,121,5,1
1332,1095,1510,5,0
852,558,2544,4,0
1294,1069,2752,2,0
552,454,2197,2,1
722,516,2626,2,1
871,1425,1456,5,0
836,512,195,4,0
770,1185,2327,3,0
1034,951,2701,5,1
1314,1403,2172,5,1
1387,1535,289,2,1
1296,879,775,4,1
909,1523,1538,2,1
1229,847,1517,4,0
1239,901,855,4,1
1194,1383,2597,3,1
1141,1260,1002,5,0
865,945,1157,2,1
834,1139,570,2,0
589,1129,662,5,0
816,681,735,4,1
1198,1574,1449,5,0
1225,964,1830,5,1
847,445,1961,5,1
1160,1327,671,3,1
777,852,249,2,1
1399,449,1762,3,0
1222,765,2575,4,1
645,1320,2286,2,0
1460,776,2451,5,1
869,1372,1945,3,0
1441,626,2476,2,1
1164,771,460,3,0
709,811,1429,5,1
729,720,396,5,1
1198,1012,2185,3,0
1139,1599,2438,4,0
1094,878,2901,5,0
832,639,2403,2,0
887,1178,751,5,1
927,637,774,3,1
668,643,185,5,1
1292,1172,2170,5,1
899,607,2443,2,0
1408,1153,2242,4,0
1400,977,2052,5,1
912,1285,441,3,0
1029,1526,667,5,1
623,1048,112,3,1
693,731,2630,4,1
1407,1287,1011,2,0
1054,633,1489,4,0
817,1594,1091,5,0
863,1348,1802,2,0
624,1399,1724,2,0
1023,412,171,2,1
989,1141,2164,2,0
1232,715,1835,5,1
1148,742,562,4,1
1398,1435,2798,2,1
1364,1197,251,2,0
1262,928,119,2,0
816,772,2956,4,0
1404,1163,1193,3,0
1245,1496,1378,5,1
988,670,2504,5,1
1143,1433,1373,3,1
1289,1421,1235,5,1
1205,700,1439,3,0
577,1340,1490,3,0
834,602,148,3,0
1333,602,176,4,1
525,1236,727,5,1
1188,1096,2647,3,0
1028,552,1450,3,0
870,1521,1848,2,1
1077,1356,2333,2,0
936,1514,2996,2,1
954,757,2414,4,1
1244,790,1993,3,0
713,944,1597,5,1
1264,723,2888,5,0
783,1043,2026,5,1
851,1164,1109,3,0
1019,1233,1697,3,1
942,1059,1402,4,0
1282,450,1343,3,1
1153,1586,1299,4,0
1402,1002,140,4,1
742,1082,2242,2,0
1458,939,2792,2,0
756,477,116,5,0
1201,567,2168,5,1
1029,958,378,2,0
587,958,1576,3,0
1493,1433,462,5,0
650,1003,725,3,0
1415,1504,2223,4,1
775,1236,277,5,0
795,796,2955,2,0
849,925,522,4,0
1285,519,378,3,0
978,1166,1583,4,1
1144,719,854,3,0
983,1485,2228,2,1
1387,1146,413,2,1
961,1340,1321,2,1
1180,862,903,4,0
659,844,2359,5,1
1191,631,2581,3,0
655,808,2394,3,0
1223,810,1972,5,1
1021,1111,2424,4,0
559,497,2639,3,0
989,841,2666,5,0
859,727,1868,3,1
1120,1542,2794,4,1
1210,1436,2331,4,1
1275,472,117,4,0
799,860,1412,5,0
1472,544,2051,3,0
786,723,2529,5,0
557,500,2002,4,0
791,958,324,5,0
1446,1002,1223,3,0
1436,1466,1027,5,0
1054,1551,791,2,0
719,1217,2172,2,0
1186,946,2326,4,0
1005,1539,2080,3,1
1411,1240,1520,3,0
657,957,2515,3,1
546,1135,1893,2,0
1433,692,125,2,1
578,700,2492,5,0
804,698,2395,5,1
592,838,851,2,1
645,776,2152,3,0
1136,1381,171,5,1
1467,516,2827,4,1
782,1359,2804,3,0
1218,645,993,3,0
662,1213,926,4,1
526,1169,296,4,0
588,674,1585,2,0
531,837,1446,5,1
979,1303,2269,4,1
844,1303,232,5,1
705,1192,2777,4,0
1194,610,1743,2,0
893,1080,228,3,0
1018,441,260,5,0
993,623,894,3,1
622,1395,1501,5,1
801,1401,2399,3,1
1341,1575,2980,4,1
921,619,1121,3,0
1326,704,2114,4,1
1373,1582,293,5,0
806,1296,2441,4,1
1391,561,1452,4,0
845,974,509,2,0
1175,891,438,3,0
509,1336,1730,4,0
1256,1449,1255,5,0
712,755,123,3,1
687,1600,1590,5,0
1216,555,313,3,0
1367,1195,1078,2,0
1304,1525,2477,5,1
557,1517,1607,2,0
504,901,1409,3,0
1001,882,1949,3,1
548,1202,2105,3,0
1336,1427,2524,3,0
1251,738,1037,3,0
1058,745,2274,3,1
1009,1070,2619,4,0
742,655,1287,2,1
799,1334,2688,4,1
767,1093,961,2,0
1429,1007,1649,4,0
1390,1184,2077,4,0
1320,1379,2439,2,0
685,780,2003,4,1
941,649,2960,5,1
505,1568,1030,4,0
511,662,2607,5,1
695,848,1340,5,1
1265,1058,1075,5,1
614,816,1400,3,1
1280,685,699,4,0
1193,1563,2326,4,1
553,1436,1009,4,1
1413,1160,2812,2,1
1366,417,1695,5,1
579,601,920,5,0
1215,1309,2001,3,1
1031,892,1907,5,0
1133,949,540,4,1
1444,1028,2423,2,0
633,1489,2773,4,0
1188,1227,2466,4,0
1352,1467,1080,4,0
960,1127,1561,2,1
1027,1481,910,3,0
1160,893,1631,4,0
1286,1544,689,4,0
908,1054,1414,3,0
943,1371,410,2,0
1004,1580,1172,4,1
587,1576,822,4,0
978,902,2144,4,0
751,1468,913,4,0
1020,791,603,4,1
1037,1439,2825,4,0
1323,1376,1527,3,0
1176,1364,2593,3,0
940,560,371,3,0
1230,1473,1464,3,0
780,655,1905,4,1
912,768,211,2,0
565,1429,281,2,1
904,1551,2570,4,1
1210,1082,1767,4,0
1437,1043,841,3,0
1034,884,2531,4,0
522,607,600,2,0
1003,900,1370,4,1
1462,1078,1623,3,0
1266,1413,874,2,1
1319,693,1118,3,0
1087,810,453,5,0
1023,657,649,2,0
1236,403,271,3,1
821,940,399,3,0
1014,1272,2982,5,1
671,1446,210,3,1
1472,1055,101,5,1
1028,1347,2907,5,0
891,1480,774,3,0
1437,1153,2934,2,0
768,1409,2132,5,0
815,447,697,3,0
1392,1571,1973,2,0
1386,664,1739,3,0
829,1006,1546,4,1
1226,1302,2001,4,1
1116,769,2490,5,1
1129,1128,2619,3,1
620,1523,619,5,0
920,1116,2031,2,1
1365,1164,1001,3,1
603,446,1660,4,0
563,998,1238,5,0
671,958,2112,4,0
907,779,886,3,0
991,1271,2331,5,0
1308,1175,2301,3,1
808,678,1833,2,0
824,716,2957,2,0
1368,1030,2084,5,1
556,951,2709,3,0
793,916,2111,4,1
1341,1054,2771,3,0
664,838,2755,3,1
537,1499,861,2,0
1321,486,1863,3,0
1029,1454,878,3,0
564,410,625,4,1
828,1505,945,2,0
1339,1419,2248,5,1
1391,690,1371,3,0
1470,565,692,5,0
1498,631,625,2,1
1311,470,1875,3,1
1484,850,1669,2,0
778,1196,1899,4,1
1322,523,2480,5,1
1455,855,1621,2,1
1240,565,2808,2,1
501,500,2050,2,1
1194,847,350,3,0
646,979,2421,3,0
1339,1296,639,4,1
1468,722,506,4,1
1022,925,1113,2,1
807,811,1931,2,0
895,722,1564,2,1
823,1383,2353,2,0
1294,1234,2627,3,0
982,522,1580,4,0
1144,1404,109,4,0
1239,1129,1218,4,0
1369,1283,528,4,0
936,715,352,2,1
878,1213,2856,3,1
958,460,371,5,1
956,508,2875,3,1
535,616,1815,4,1
1044,1372,2525,5,1
898,1250,686,5,0
907,1037,298,5,1
528,1078,1764,2,0
685,1332,1946,4,0
1050,693,2732,2,0
976,757,1726,3,1
671,1113,2350,2,1
1357,636,1744,3,1
797,872,1393,2,0
1324,760,1585,2,1
797,1344,1668,4,0
600,771,1228,4,0
886,1079,1650,4,0
1139,1419,1975,4,1
1354,1021,253,5,1
1479,891,897,5,0
1304,579,1365,4,0
871,1343,2853,2,0
1139,1280,2675,3,1
1097,487,2590,5,0
576,965,2484,4,1
524,485,1909,5,0
1008,1563,1455,3,1
986,1306,1483,4,1
546,693,1870,2,0
781,585,1091,3,0
916,1260,2901,4,1
632,1364,1857,3,0
1030,804,431,3,0
1306,1096,440,5,1
1027,1524,842,3,0
1379,624,1934,2,0
741,1487,2685,5,1
1433,487,2520,5,1
505,525,2618,3,0
894,678,460,2,0
917,877,2856,2,0
628,1350,1383,3,0
993,1011,1040,5,1
708,479,278,4,0
1159,609,1815,5,1
1427,1148,2351,3,1
568,423,196,3,0
1355,1103,570,4,1
1150,788,1827,5,1
1339,1361,1420,5,1
1049,682,1920,3,1
526,1052,1608,2,1
1133,1332,912,5,1
805,1393,143,4,1
732,887,1310,2,1
870,802,654,2,0
1415,765,422,3,0
818,1036,1722,2,1
1375,1240,1101,5,1
796,1271,1290,4,0
1040,1323,1379,3,0
640,642,2329,3,1
1027,1554,1463,5,0
1107,1513,953,3,0
838,1019,1248,5,0
1354,854,1304,5,1
797,618,967,3,0
945,1576,1173,4,1
911,531,127,5,0
798,1451,1295,5,0
1102,1235,224,3,1
1020,1295,2881,3,0
631,956,2348,5,0
1199,804,2601,2,1
1129,517,1304,5,0
1472,1266,2660,4,0
642,478,707,2,0
872,756,2945,4,0
947,525,2578,4,1
1388,1563,756,5,0
1073,1468,1093,3,0
734,1169,1579,4,0
749,856,362,3,1
915,615,2985,4,0
1070,420,961,5,0
1362,1353,551,4,1
731,1370,2795,2,0
1171,1078,2069,2,0
1467,928,929,2,1
1172,519,1727,3,1
554,1463,2698,5,0
1255,1383,1403,5,0
1282,1118,1433,4,1
1331,1359,1761,4,1
858,1097,2678,5,0
755,952,2418,2,0
541,438,446,4,1
641,1509,1786,3,0
1373,700,2252,5,1
1219,1575,1548,2,0
1031,1212,1530,3,1
922,454,2569,2,0
669,1578,2576,4,0
687,421,1499,4,0
606,965,1760,3,0
529,591,1735,3,0
1106,1045,2717,2,0
981,736,2940,2,1
860,1008,1283,2,1
946,1349,1251,2,0
843,900,525,3,1
859,1583,2366,5,1
565,844,1478,3,0
574,1511,229,3,1
1433,1351,1858,5,0
1466,627,678,3,1
918,736,1952,5,0
717,471,2421,3,1
1483,784,125,4,0
1165,440,173,4,0
878,420,2366,5,0
1175,1579,1326,3,1
574,1282,2153,4,1
860,1024,1406,4,1
693,1312,2950,4,1
827,559,2340,2,0
1146,1129,992,2,0
1010,1016,2347,5,0
991,794,1055,3,0
656,1526,1665,5,0
911,1372,345,2,1
1104,690,1590,3,1
1056,749,2075,5,0
967,890,1879,5,0
1082,1527,606,4,1
1032,1566,1354,3,1
739,1062,2090,2,1
568,1050,2824,5,0
1157,835,1137,3,0
680,951,1933,3,1
815,1256,2735,5,1
1098,1439,1859,2,0
659,1493,1375,4,0
1247,1268,697,5,1
977,1503,1604,3,1
807,594,1083,5,0
1251,1114,2361,4,0
560,1315,1211,4,1
735,855,2973,2,1
779,949,413,2,1
612,1360,1150,5,0
808,954,1451,4,0
1236,1559,1324,4,1
1456,1036,752,2,0
1150,1311,940,2,1
1227,644,914,5,0
1067,880,563,5,1
783,418,201,5,1
565,1401,381,2,0
671,762,1096,3,1
972,1183,471,5,1
786,807,2095,3,1
669,1382,2800,4,0
1175,846,1750,3,0
580,518,621,5,1
1156,1111,2969,2,0
1465,1275,2922,4,0
951,1107,2473,4,1
516,670,598,2,1
1020,1542,1983,5,0
700,977,518,5,0
1347,1045,2817,5,0
1146,1398,2402,3,1
785,438,224,2,0
1483,898,2199,5,1
823,1497,1807,3,1
1077,1360,661,5,1
620,1210,2526,4,0
1423,1203,1605,4,1
1216,1585,2078,4,0
512,1516,737,2,0
508,973,1980,5,0
626,874,1724,5,1
765,1101,1429,5,1
1419,561,2632,3,0
550,423,1286,5,1
1058,1381,211,4,0
1194,953,197,2,1
1125,718,213,3,0
1215,1412,138,3,0
1398,1116,2625,2,1
1352,1449,977,5,1
836,1335,101,3,0
1424,1305,2338,5,0
1049,1528,2067,2,0
704,410,2593,2,0
1275,1224,884,4,0
1216,939,1606,3,1
915,1336,623,5,0
1123,847,417,4,0
1469,643,223,5,1
788,611,1489,3,1
724,1220,681,3,1
922,917,178,5,1
1057,1120,1354,5,0
1359,1598,1110,5,1
1488,1164,686,5,1
870,680,2174,3,1
654,893,2516,2,1
602,1184,2400,3,1
726,1206,1018,4,0
1421,928,2882,3,1
1357,536,1672,2,1
901,672,1597,2,0
671,1184,1534,3,1
1000,1376,846,5,0
645,1527,834,5,0
1423,836,382,4,0
1234,1436,1297,4,1
1057,1468,2346,5,0
608,1363,605,2,1
1031,583,1081,2,1
1110,1342,1122,4,1
894,887,368,4,1
1465,1082,2050,3,1
867,1587,1761,5,0
1472,889,2671,2,1
838,973,1745,3,1
1260,1407,1639,3,0
820,603,887,4,1
1413,613,1916,2,0
1330,733,2065,3,1
607,731,2389,5,0
1028,1590,1772,3,0
1300,1422,2068,3,0
931,405,2839,3,1
862,719,1458,4,0
899,789,2076,5,0
1493,960,230,3,0
1201,1120,2370,3,0
915,924,2910,3,1
701,905,2121,3,0
1158,1160,1523,4,0
1318,1130,535,4,1
1383,1394,118,4,1
1209,1515,180,3,1
1358,642,553,5,0
515,1473,2633,5,1
539,1024,1275,3,1
1441,1068,531,3,1
987,457,581,5,0
690,1480,814,3,1
879,1211,2589,4,0
671,1285,2676,5,0
640,938,1541,5,0
843,1564,1540,5,1
1205,964,1102,2,1
1376,1353,943,4,0
757,1210,1442,2,0
550,825,2810,5,0
527,957,2138,2,0
707,547,534,5,0
987,888,1507,2,0
1492,627,2072,5,0
1319,414,610,3,0
1280,503,1923,2,0
789,519,2687,3,1
744,1473,2277,2,1
723,1062,1723,4,0
1394,1599,1478,3,0
1240,1585,1652,2,0
1313,1573,515,3,0
1422,1449,1301,5,1
1078,1241,2270,2,0
1414,634,1006,3,0
925,1317,963,4,1
1497,624,372,3,1
1069,558,1006,4,0
1327,582,1426,5,1
546,517,1436,2,1
1052,1151,862,2,1
1132,901,1280,5,1
1114,915,2822,5,1
1436,1578,1662,4,0
1249,1249,772,5,1
1319,797,108,4,0
1229,700,2374,2,0
583,523,647,2,1
741,1494,1550,3,1
632,419,262,3,1
1044,838,1465,2,0
991,1432,2132,3,1
670,482,1977,5,1
921,1518,682,3,1
1314,685,833,4,1
717,856,916,5,0
826,1463,2963,5,1
519,1482,131,5,0
825,1132,2135,4,0
1014,639,2762,5,1
543,1378,1663,5,1
1082,879,2845,4,1
1269,569,798,2,1
1465,702,1106,2,0
1081,1231,2943,4,1
803,746,2007,2,0
1017,1309,775,5,1
1291,1212,2549,3,1
856,1308,2451,3,0
816,851,858,5,0
1321,877,1034,3,0
960,559,1142,4,0
1012,893,791,5,0
636,1003,201,5,1
742,1414,1221,5,1
562,1056,1079,3,0
1194,775,1247,3,1
728,1516,392,4,1
718,1216,1315,5,0
1003,1259,771,2,0
1352,1243,1524,2,1
528,945,1007,4,0
631,602,1285,5,0
1234,1335,1423,5,1
539,1535,432,3,1
1159,875,1337,5,0
526,1583,478,2,1
942,1354,929,4,0
1403,964,556,2,0
1306,922,2343,5,1
502,964,149,3,1
686,705,1631,3,0
828,791,2378,3,1
520,1317,413,3,1
1132,444,2049,5,0
570,713,2319,4,1
641,1232,724,5,0
1243,894,1101,3,0
638,1541,1425,2,1
1480,659,2767,4,0
661,1542,2148,5,1
1458,1556,873,2,1
902,464,715,4,1
1289,1292,1465,4,0
1284,1344,2475,2,0
961,743,477,2,0
778,424,1932,3,0
1326,1259,1021,4,1
1287,464,2936,2,1
1262,1013,1701,2,0
1095,1152,520,2,0
1007,659,2229,3,1
715,1523,1953,2,1
1356,1352,2284,5,0
596,828,1398,2,1
1061,418,1725,2,1
698,982,2039,5,1
1085,742,676,5,1
731,1105,2023,2,1
1052,1325,2094,2,0
1009,1467,1254,2,1
609,997,1969,2,0
826,820,524,3,1
1377,1260,277,3,1
524,1040,2456,5,0
579,1262,525,2,0
1377,862,2238,2,1
1116,1105,2138,2,0
930,1522,2010,4,0
1051,1145,1176,3,1
1359,810,484,5,0
753,892,381,3,1
1170,828,2436,2,1
1431,1391,1489,3,0
1311,750,1041,4,0
1378,1340,954,4,1
883,1115,1104,2,0
1282,638,367,3,0
918,891,653,4,1
1158,1089,2523,2,1
644,1375,2741,3,0
839,819,1015,4,1
1458,647,2338,5,0
932,736,1401,4,1
1391,416,1271,3,1
1429,1230,2377,3,1
1480,727,2619,5,1
1025,1582,2797,4,0
1202,495,1657,4,1
826,1502,1751,5,1
1333,1391,2413,2,0
1342,1564,819,2,1
1029,923,1448,4,0
721,488,466,5,1
842,1175,1599,5,0
959,1286,1039,4,0
1063,664,1735,2,0
508,988,1916,2,1
1109,971,2491,2,0
643,1377,2384,3,0
615,1542,1490,2,0
1170,1026,2525,2,1
584,789,1069,5,0
1063,526,1324,4,0
542,1316,2932,4,0
766,939,743,5,0
1292,1464,2234,4,1
598,652,988,3,0
1452,1050,1465,3,1
1284,1189,1950,2,1
667,1431,1552,2,0
1359,1499,933,3,1
619,562,2500,4,1
663,796,892,4,1
957,1064,532,3,1
1181,1524,511,2,1
1367,1013,1781,3,1
811,710,162,4,1
776,1335,2024,5,0
1331,871,2561,3,1
1476,503,2005,2,0
607,1317,1808,5,0
548,1010,443,2,1
948,1316,2794,2,1
653,818,1910,5,0
1223,1565,2842,2,0
816,915,2603,3,1
849,661,887,3,1
1031,957,1479,2,0
1448,1109,1647,2,0
1406,1568,1629,2,1
687,1210,1367,4,1
816,489,494,3,0
945,436,2903,5,1
1340,1534,1589,2,0
1421,565,2864,2,0
1365,827,247,4,0
1048,908,1479,3,0
1205,1234,449,4,1
1059,1153,1684,4,0
872,1247,1532,4,0
1463,907,1164,2,1
873,1492,1931,4,0
1260,526,2725,3,1
1032,1187,1503,3,0
1221,1319,2463,5,0
1170,1163,1111,4,1
971,740,2451,5,1
609,1063,241,4,1
697,1063,1566,5,0
1096,562,1210,4,1
1273,1288,1434,4,0
1312,992,2943,2,1
1047,907,1880,3,0
1253,1306,1567,4,1
771,939,1656,3,1
1039,519,2241,3,1
1401,1477,1073,3,1
915,709,2900,4,0
541,565,1018,2,0
1108,1457,1003,5,0
1186,600,1478,3,0
1400,1243,2632,2,1
595,886,2864,2,0
978,493,457,2,1
745,895,1392,3,0
1010,825,1458,2,1
849,1405,1365,5,1
732,1339,1821,2,1
1342,626,649,3,0
1206,939,2380,2,0
1018,562,944,5,1
642,1388,1182,2,1
506,477,591,4,0
1447,1068,392,5,0
1096,1315,1905,5,0
1411,1196,2108,5,0
1161,659,1739,3,1
707,1023,1526,5,0
729,486,586,4,1
519,1197,2071,2,1
1438,499,1022,5,0
1337,1595,1735,4,1
1281,1321,711,4,0
632,692,909,2,1
1004,1463,1696,2,0
563,1263,2040,5,1
796,948,570,3,1
1283,1444,1918,4,0
681,1587,125,5,0
1245,567,2642,2,1
822,433,712,5,0
1424,1542,2918,5,1
863,1590,657,4,0
652,1397,2881,4,0
655,858,368,3,0
1453,514,2719,3,1
720,1357,1633,5,1
1401,1351,1545,5,0
1255,767,313,3,1
759,525,2667,5,1
1107,895,1336,3,1
878,780,1297,4,1
930,874,2889,2,0
1254,407,1997,5,1
682,1322,2761,5,1
1046,1199,519,4,1
607,977,495,4,0
961,672,2314,2,0
1201,1144,2367,5,0
1151,892,822,5,0
519,903,351,5,1
1269,1346,2667,4,1
1259,1266,1502,2,0
1466,1241,980,3,0
666,680,524,3,0
593,1041,1969,4,1
817,1327,341,5,0
1441,760,2733,5,0
519,788,2462,4,1
544,628,2393,5,0
1339,1066,2666,5,0
756,1541,1511,5,1
1096,1141,793,2,1
1350,623,1616,3,1
1129,1180,2971,2,0
974,567,1456,2,0
953,1078,986,3,0
881,1220,2153,3,1
552,1028,1463,3,0
845,503,2752,3,1
1284,540,407,5,0
785,996,1690,2,1
1026,743,2964,3,1
699,865,2309,4,0
814,464,155,4,0
897,1001,1772,3,0
823,502,2237,4,1
1083,1034,2393,2,0
501,731,2806,5,0
999,456,239,4,1
508,1142,2764,3,1
1340,1357,2947,2,0
1411,1538,1742,3,1
596,1311,217,5,0
907,943,2798,2,0
532,506,1880,5,1
1437,483,2445,5,1
913,1439,2808,5,1
1203,1204,2144,2,1
725,1057,592,4,1
656,1088,1358,2,1
1249,801,604,5,1
694,1287,1432,3,0
1287,831,1393,3,0
1104,1389,2556,5,1
1363,1369,2947,2,0
1416,1552,164,3,1
817,1250,500,5,0
1445,1053,2140,2,1
755,1100,515,4,0
1137,1272,720,3,1
977,1226,1411,2,0
1125,1490,1606,2,1
1458,1040,2902,3,0
879,1581,398,5,1
1422,441,1840,4,1
1403,1435,842,4,1
759,1051,301,4,0
668,900,2604,2,0
765,1079,2791,5,0
531,458,228,5,0
792,1048,864,5,1
1178,649,2406,2,1
684,1067,2876,4,0
725,1503,1511,4,1
602,1108,2930,5,1
1212,1597,1424,3,0
1298,577,2001,4,0
1178,541,756,4,0
1453,1478,1299,2,0
1309,1161,875,4,1
757,1289,2995,5,0
603,915,2062,3,1
1117,562,747,4,0
1129,1327,1992,2,0
1025,1203,513,3,0
608,1537,391,4,1
773,587,1379,2,0
1322,529,1233,2,1
536,1298,215,4,1
612,1192,2496,5,0
852,884,2253,2,1
1239,826,2960,2,1
1203,1045,928,5,0
636,454,663,5,1
1356,1220,1700,3,1
526,1369,2051,2,1
1164,763,1964,3,0
1325,651,316,5,0
514,534,811,4,0
520,702,882,3,0
523,1129,1220,2,1
825,1132,1921,5,0
853,1310,2147,4,0
871,609,2676,4,0
1325,1507,702,2,0
786,952,297,4,0
840,888,2983,5,1
1392,789,1051,3,1
567,1275,466,5,0
1120,1247,1807,4,1
800,737,1145,5,1
1440,628,357,2,1
1131,473,2027,2,1
1443,1586,485,2,1
773,910,1193,2,1
649,518,1230,4,0
1304,1546,1079,4,0
736,1427,544,2,0
879,1312,2537,5,0
843,838,979,5,1
1014,966,1561,3,1
1280,1168,211,3,0
1335,415,1396,5,1
1020,1506,1466,5,0
857,816,1234,5,0
753,582,2347,3,1
1485,573,2365,3,1
858,701,1564,3,1
1115,884,1923,5,0
763,623,801,4,1
998,931,984,2,1
872,807,2559,5,0
1147,1329,350,3,0
1343,1598,2872,5,0
960,923,2819,4,0
688,452,129,3,1
1044,848,2335,2,1
1391,438,2524,4,1
707,928,1312,3,0
682,703,2251,5,0
820,905,723,2,1
1333,1329,920,5,0
692,1395,913,4,0
510,1249,1838,3,0
546,1239,2083,3,0
1060,1538,952,2,1
851,678,224,4,1
681,421,1689,3,0
991,1260,1825,3,0
989,537,991,2,1
704,1391,2839,4,1
1190,1543,2397,4,0
895,1412,882,5,1
1319,1180,1556,4,1
829,857,177,4,0
1109,673,717,2,0
732,455,2492,2,1
1444,923,2908,3,0
616,1159,2566,3,0
1478,1065,1837,5,0
1309,674,2821,3,0
1022,922,1177,4,0
1055,1337,1288,3,0
1008,960,2183,3,1
1323,545,2322,2,0
1449,580,1497,5,1
938,1390,2789,4,0
841,808,1881,5,0
617,852,2068,4,0
1254,1374,2427,5,0
892,553,976,5,1
1499,762,883,5,0
1134,1567,1900,3,0
963,1532,1692,3,1
1333,494,1040,4,0
633,840,226,5,0
844,1098,2383,5,1
922,1171,2370,4,1
1419,1257,1249,5,1
630,899,272,2,1
1365,533,1449,2,0
707,766,2646,2,1
702,1397,1576,3,0
1453,922,2215,5,1
1412,1484,832,4,1
1467,1143,1573,5,1
680,866,805,2,1
803,480,1271,3,1
615,510,1484,5,1
701,986,162,3,1
1459,443,1964,3,1
732,1205,2951,3,0
867,902,171,4,1
614,832,2515,2,0
1286,1558,2405,4,0
883,917,1763,5,1
562,465,1219,4,0
574,1054,2063,5,0
546,740,1176,3,1
1073,899,1790,5,1
754,540,1459,4,0
910,659,1137,2,0
1339,1230,830,3,0
1042,1014,1006,4,1
752,1319,482,2,1
655,1455,1766,4,1
1005,815,1701,4,0
1420,553,1517,5,0
1231,822,1806,5,0
952,1585,1329,5,0
685,1248,1657,4,1
1090,1178,1508,5,0
579,1505,449,4,0
1056,1015,2756,5,0
637,1511,1148,5,0
1471,1270,1953,4,1
676,1525,2843,4,0
1114,1417,2903,5,1
877,621,360,4,0
1191,630,1190,2,1
537,881,1600,4,0
525,1087,1388,2,1
659,1481,2927,4,1
1190,896,2008,2,0
1185,1547,2355,4,1
1261,1162,2735,3,1
938,1108,863,2,1
963,563,175,4,1
832,960,791,4,0
1404,1414,1160,2,1
1116,951,2866,4,0
788,1498,1973,5,0
1496,1010,2536,5,0
858,552,1766,3,1
1220,1343,1480,2,0
1085,820,525,5,0
651,929,2633,3,1
1308,756,1421,4,1
1192,995,2875,3,0
1319,497,2305,5,0
1148,955,2160,3,1
780,1187,602,4,1
1129,1331,413,2,0
585,1174,1565,3,1
1475,885,1652,2,0
1036,1433,165,2,0
931,571,2780,4,0
579,444,2921,2,0
1159,637,2504,3,1
1491,585,2675,5,0
1449,944,2747,2,1
796,472,2181,5,1
1400,1420,324,4,1
1062,729,1263,4,1
842,909,1717,3,0
1255,861,2411,3,0
749,1439,324,5,1
691,1408,478,5,1
1031,1441,791,2,1
1000,753,1542,4,0
1330,595,2428,2,0
1283,606,905,2,0
1236,1091,747,5,1
1162,887,902,3,0
909,1338,1704,5,0
653,1081,791,4,1
543,1502,376,4,1
1450,562,2605,5,1
1161,565,2329,5,0
662,1016,1442,2,0
1105,515,725,3,0
1215,437,1483,4,1
1250,644,1421,2,0
1484,1297,2075,3,0
1421,762,2890,3,1
549,839,720,4,0
1234,1503,2138,4,0
1444,1122,995,5,1
1161,1174,508,5,1
1327,764,2324,5,1
1248,528,2062,3,0
1349,1525,1862,2,1
1265,408,1141,4,0
569,499,1368,3,1
650,857,193,2,1
552,1368,1069,5,0
930,681,2325,5,1
856,754,575,5,0
551,1500,548,4,0
883,587,946,2,0
612,458,104,5,0
1482,1191,1708,2,1
659,723,589,3,0
1034,822,879,3,1
1424,1259,817,3,1
1209,1092,2975,3,1
1142,1150,862,2,1
1085,1110,2406,4,0
1436,950,1489,3,0
721,630,2808,5,1
1175,780,1433,2,1
1270,1509,2203,4,0
509,801,1433,3,0
867,739,2388,4,0
929,659,1265,4,0
549,462,329,3,0
1055,1545,1672,2,0
849,1600,499,4,0
806,607,2155,4,0
695,1104,2546,3,0
1106,725,1741,4,0
583,806,2849,2,0
561,701,2853,4,0
712,1386,2660,5,0
1245,1060,2290,2,0
836,592,1180,2,0
1175,471,2524,4,0
669,1225,361,4,1
619,890,585,5,0
1385,514,1223,2,0
559,1374,2627,4,1
1455,962,1713,4,1
674,976,146,2,1
807,419,2090,4,1
847,964,2679,4,1
1198,666,1624,3,1
779,1166,368,3,0
632,1074,1607,3,0
851,753,1439,4,1
1296,922,2942,3,1
999,1196,1867,2,0
1037,997,2408,3,1
1453,1292,2921,2,1
874,1300,415,4,1
894,970,1153,3,0
777,613,129,5,1
1470,1548,209,2,0
852,907,2093,3,0
839,914,1236,4,1
534,1238,1764,4,0
1031,1013,1153,4,0
761,1353,453,4,0
1417,429,232,3,1
563,1269,1465,3,0
730,890,2423,4,0
1315,511,2972,2,0
1036,1360,580,3,0
819,573,395,3,1
1353,472,405,4,1
1415,437,2665,3,0
1488,944,282,2,1
687,607,1177,5,0
1324,1483,1803,3,1
616,400,611,5,1
613,1477,1145,5,0
1468,534,1216,5,0
575,794,2792,5,1
1445,711,2894,3,0
1372,1262,2385,5,1
992,675,2654,4,0
777,1119,2067,2,1
1477,617,880,4,1
834,437,2104,3,1
787,1597,2167,3,0
1353,1016,1233,3,0
727,1004,2568,3,0
1167,1492,2091,5,1
623,875,2127,3,1
822,1579,2929,2,0
545,689,535,3,0
629,1294,396,4,1
1297,805,1585,2,1
602,756,1399,2,0
1027,1593,1946,5,0
1468,807,792,2,1
975,1391,2969,3,0
699,770,2227,2,0
1420,635,2428,4,0
1366,1413,2888,4,1
